file_path,backtest,contrib,data,model,rl,strategy,tests,utils,workflow,best_module,best_likelihood
qlib\qlib\contrib\model\highfreq_gdbt_model.py,20.114173889160156,67.10037231445312,80.11441040039062,105.65203094482422,36.814029693603516,24.605484008789062,65.40484619140625,21.290752410888672,35.0244255065918,model,105.65203094482422
qlib\qlib\cli\__init__.py,0.064597487449646,1.0662835836410522,0.064597487449646,1.0662835836410522,1.0016860961914062,1.0662835836410522,1.0016860961914062,1.0662835836410522,1.0662835836410522,workflow,1.0662835836410522
qlib\examples\rolling_process_data\workflow.py,13.140327453613281,83.78559112548828,94.68875122070312,48.67164993286133,26.053768157958984,17.9450740814209,77.51390075683594,35.30738067626953,99.70987701416016,workflow,99.70987701416016
qlib\qlib\contrib\online\user.py,20.014387130737305,72.21954345703125,62.88092041015625,100.173583984375,13.842194557189941,143.11402893066406,12.821447372436523,15.314838409423828,60.74198532104492,strategy,143.11402893066406
qlib\qlib\model\ens\ensemble.py,6.1363091468811035,11.035688400268555,46.456302642822266,91.58259582519531,3.098170757293701,14.022997856140137,8.951142311096191,16.020061492919922,17.54056167602539,model,91.58259582519531
qlib\examples\benchmarks\LightGBM\features_sample.py,0.5562058091163635,7.5111308097839355,45.57012939453125,5.807837009429932,1.7904859781265259,2.9227330684661865,13.623273849487305,8.243511199951172,3.55729603767395,data,45.57012939453125
qlib\tests\backtest\test_high_freq_trading.py,119.38436889648438,88.87207794189453,102.82511138916016,57.22985076904297,20.46828269958496,153.1553497314453,113.40170288085938,35.88005828857422,51.16953659057617,strategy,153.1553497314453
qlib\qlib\contrib\meta\data_selection\dataset.py,16.490455627441406,85.86936950683594,105.37023162841797,131.05435180664062,40.32664108276367,33.58951187133789,114.29356384277344,39.848392486572266,130.4764404296875,model,131.05435180664062
qlib\qlib\rl\order_execution\utils.py,2.2946245670318604,5.125453948974609,45.523799896240234,4.622160911560059,85.16704559326172,3.8397443294525146,7.060020923614502,84.37635040283203,8.29693603515625,rl,85.16704559326172
qlib\qlib\contrib\model\pytorch_igmtf.py,11.230688095092773,65.24536895751953,91.18315124511719,132.6957244873047,35.185482025146484,29.031038284301758,76.04676055908203,79.43997192382812,38.41796112060547,model,132.6957244873047
qlib\qlib\contrib\model\pytorch_localformer.py,11.528074264526367,69.13628387451172,84.54646301269531,132.4913787841797,35.642364501953125,29.224416732788086,80.43907165527344,80.46546173095703,37.68909454345703,model,132.4913787841797
qlib\qlib\rl\data\integration.py,8.70658016204834,13.329273223876953,102.76860046386719,34.725555419921875,85.21770477294922,12.19245433807373,14.711895942687988,22.40422248840332,14.751435279846191,data,102.76860046386719
qlib\qlib\contrib\online\manager.py,11.969161987304688,72.36688995361328,91.85690307617188,88.5098876953125,8.30688190460205,128.8544158935547,12.59467887878418,24.873680114746094,56.19932174682617,strategy,128.8544158935547
qlib\qlib\utils\time.py,2.346491575241089,6.183291912078857,82.90628051757812,13.382366180419922,13.999676704406738,9.565518379211426,15.31762981414795,72.57730865478516,13.427226066589355,data,82.90628051757812
qlib\tests\rl\test_trainer.py,10.821645736694336,16.86945343017578,69.19219207763672,24.070613861083984,77.59382629394531,14.095720291137695,127.78193664550781,24.50703239440918,26.681385040283203,tests,127.78193664550781
qlib\scripts\dump_bin.py,25.55081558227539,22.543697357177734,112.11451721191406,64.53510284423828,23.50975799560547,29.304052352905273,31.812402725219727,42.671607971191406,33.76465606689453,data,112.11451721191406
qlib\qlib\workflow\task\manage.py,14.248332977294922,22.493274688720703,10.366606712341309,34.348506927490234,22.480960845947266,15.433981895446777,37.50115966796875,25.75741195678711,107.28814697265625,workflow,107.28814697265625
qlib\examples\hyperparameter\LightGBM\hyperparameter_158.py,6.500813961029053,81.84896850585938,86.16504669189453,109.69430541992188,12.45315933227539,13.132654190063477,16.40482521057129,21.65709114074707,24.158937454223633,model,109.69430541992188
qlib\qlib\contrib\data\highfreq_handler.py,5.612890720367432,51.26103973388672,77.7993392944336,12.910429000854492,4.9750823974609375,9.322967529296875,11.251474380493164,16.26448631286621,17.621871948242188,data,77.7993392944336
qlib\scripts\data_collector\baostock_5min\collector.py,12.208969116210938,21.96881103515625,109.3782730102539,41.99417495727539,38.69971466064453,25.42778968811035,21.582603454589844,32.98308563232422,31.276166915893555,data,109.3782730102539
qlib\qlib\model\__init__.py,2.548276662826538,4.044193267822266,0.06443000584840775,75.85369110107422,1.495916485786438,5.827282428741455,1.495916485786438,3.3847057819366455,5.209064960479736,model,75.85369110107422
qlib\qlib\contrib\evaluate_portfolio.py,5.169163703918457,63.76886749267578,105.66205596923828,14.259400367736816,7.96256685256958,21.10590171813965,15.46548843383789,20.59918785095215,17.863048553466797,data,105.66205596923828
qlib\qlib\contrib\model\pytorch_alstm_ts.py,11.629969596862793,69.60118865966797,92.24602508544922,125.98282623291016,88.27539825439453,28.73708152770996,83.7173080444336,83.46012878417969,41.251861572265625,model,125.98282623291016
qlib\qlib\contrib\rolling\base.py,34.17747116088867,97.72045135498047,84.96269989013672,134.53878784179688,48.8942756652832,40.84314727783203,75.16641235351562,39.944969177246094,178.11488342285156,workflow,178.11488342285156
qlib\examples\benchmarks_dynamic\DDG-DA\vis_data.py,6.986241340637207,22.863237380981445,87.03608703613281,107.23770141601562,23.397090911865234,12.726390838623047,72.78121948242188,19.917835235595703,38.37457275390625,model,107.23770141601562
qlib\qlib\workflow\utils.py,3.635479688644409,9.142427444458008,2.6461751461029053,24.90164566040039,4.276477813720703,5.292169094085693,4.363884925842285,83.35929107666016,119.53472900390625,workflow,119.53472900390625
qlib\tests\backtest\test_soft_topk_strategy.py,96.68213653564453,13.56373119354248,7.253381729125977,14.178869247436523,6.102967262268066,124.82046508789062,109.24104309082031,19.059364318847656,24.369295120239258,strategy,124.82046508789062
qlib\qlib\utils\file.py,6.068214416503906,9.362953186035156,17.712554931640625,24.462038040161133,8.044742584228516,10.067676544189453,25.037973403930664,92.33380889892578,17.23073387145996,utils,92.33380889892578
qlib\scripts\check_data_health.py,16.446392059326172,25.410043716430664,103.6447982788086,19.247421264648438,12.172550201416016,15.289804458618164,18.74822998046875,30.86669158935547,20.256031036376953,data,103.6447982788086
