file_path,datasets,environments,policies,robot_devices,utilities,best_module,best_likelihood
lerobot\src\lerobot\teleoperators\utils.py,2.390385866165161,1.2181605100631714,0.27132970094680786,73.1363525390625,1.151693344116211,robot_devices,73.1363525390625
lerobot\src\lerobot\optim\optimizers.py,9.500330924987793,5.080831527709961,1.9778707027435303,1.9432897567749023,8.410417556762695,datasets,9.500330924987793
lerobot\tests\envs\test_envs.py,16.077238082885742,61.34960174560547,11.947794914245605,6.898327827453613,20.853261947631836,environments,61.34960174560547
lerobot\tests\utils\test_io_utils.py,10.913636207580566,1.7288870811462402,10.10688304901123,1.6608679294586182,6.746351718902588,datasets,10.913636207580566
lerobot\setup.py,5.5512895584106445,1.9599851369857788,0.0,0.012407099828124046,1.0653939247131348,datasets,5.5512895584106445
lerobot\src\lerobot\async_inference\policy_server.py,14.22294807434082,58.312870025634766,90.91847229003906,61.347164154052734,19.11162757873535,policies,90.91847229003906
lerobot\tests\robots\test_unitree_g1.py,5.023066997528076,3.2850046157836914,4.326633930206299,50.95332717895508,7.298218250274658,robot_devices,50.95332717895508
lerobot\tests\teleoperators\test_rebot_102_leader.py,2.7396292686462402,1.0967459678649902,8.570769309997559,4.674060344696045,8.433948516845703,policies,8.570769309997559
lerobot\src\lerobot\policies\pi05\__init__.py,1.3016167879104614,0.7378369569778442,75.66926574707031,0.4573209583759308,3.2140955924987793,policies,75.66926574707031
lerobot\examples\dataset\use_dataset_tools.py,113.42777252197266,2.6307570934295654,5.045834064483643,3.9594125747680664,7.947160243988037,datasets,113.42777252197266
lerobot\src\lerobot\configs\dataset.py,41.554420471191406,4.800388336181641,1.2435848712921143,3.746955394744873,9.653716087341309,datasets,41.554420471191406
lerobot\src\lerobot\datasets\depth_utils.py,71.41268920898438,2.279972791671753,4.1630353927612305,1.9236705303192139,8.020318031311035,datasets,71.41268920898438
