file_path,backtest,contrib,model,rl,run,strategy,tests,utils,workflow,best_module,best_likelihood
qlib\qlib\utils\__init__.py,16.054424285888672,42.302589416503906,67.6351318359375,75.2974624633789,115.21794128417969,42.62310791015625,38.43806838989258,105.58651733398438,61.5637321472168,run,115.21794128417969
qlib\examples\benchmarks\TRA\src\model.py,17.9072322845459,30.666532516479492,127.13792419433594,38.091148376464844,65.65309143066406,34.4845085144043,83.86792755126953,31.410400390625,45.805885314941406,model,127.13792419433594
qlib\qlib\model\base.py,4.51188850402832,8.118925094604492,104.67167663574219,1.75028657913208,4.628265380859375,8.775351524353027,52.93219757080078,12.23432731628418,11.781058311462402,model,104.67167663574219
qlib\qlib\contrib\report\analysis_position\risk_analysis.py,14.565679550170898,62.988136291503906,24.314218521118164,2.184695243835449,13.088521003723145,10.682209968566895,13.192681312561035,16.796157836914062,18.497371673583984,contrib,62.988136291503906
qlib\qlib\data\inst_processor.py,0.0628812238574028,7.75209903717041,3.54415225982666,1.0012829303741455,4.035382270812988,3.8239848613739014,6.617804050445557,5.279489517211914,7.81087589263916,workflow,7.81087589263916
qlib\scripts\data_collector\br_index\collector.py,11.917871475219727,13.740099906921387,17.239606857299805,28.595457077026367,38.372737884521484,22.43044090270996,18.0201416015625,27.296682357788086,17.226848602294922,run,38.372737884521484
qlib\tests\data_mid_layer_tests\test_dataloader.py,7.819509983062744,73.21448516845703,15.478863716125488,6.985633373260498,9.738753318786621,9.66525936126709,120.69752502441406,25.084728240966797,14.696577072143555,tests,120.69752502441406
qlib\qlib\contrib\model\pytorch_tcn.py,9.885453224182129,67.66035461425781,118.4347915649414,37.1320915222168,26.75874900817871,28.156248092651367,81.6678237915039,80.96646881103516,35.27008056640625,model,118.4347915649414
qlib\qlib\contrib\ops\__init__.py,0.06451363861560822,61.74492263793945,1.0658154487609863,1.001301884651184,0.06451363861560822,1.0658154487609863,1.001301884651184,2.799504280090332,1.0658154487609863,contrib,61.74492263793945
qlib\tests\dependency_tests\test_mlflow.py,1.4882476329803467,7.617453098297119,5.094000339508057,8.811636924743652,2.7093405723571777,4.571732044219971,113.35816955566406,10.64626407623291,11.652366638183594,tests,113.35816955566406
qlib\qlib\log.py,4.573791980743408,12.431717872619629,38.0136833190918,23.87378692626953,9.144322395324707,12.184657096862793,20.415313720703125,12.60824203491211,23.69176483154297,model,38.0136833190918
qlib\qlib\model\meta\dataset.py,3.2929000854492188,6.931661128997803,74.55709838867188,2.1956725120544434,4.9434590339660645,9.834330558776855,51.251556396484375,9.222625732421875,15.605770111083984,model,74.55709838867188
qlib\qlib\workflow\online\__init__.py,2.693749189376831,8.329565048217773,3.6950509548187256,1.001301884651184,0.06451363861560822,2.491396427154541,2.0013017654418945,3.6950509548187256,119.60640716552734,workflow,119.60640716552734
qlib\qlib\rl\utils\__init__.py,0.06352417171001434,4.30005407333374,2.064814567565918,83.70515441894531,3.0635242462158203,2.064814567565918,4.001290321350098,87.1666030883789,3.064814567565918,utils,87.1666030883789
qlib\qlib\typehint.py,3.8373937606811523,3.7969915866851807,21.066057205200195,2.71148681640625,2.267946243286133,4.271163463592529,3.2692301273345947,6.822611331939697,3.9355592727661133,model,21.066057205200195
qlib\qlib\contrib\rolling\__main__.py,5.753707408905029,79.10079193115234,31.046770095825195,7.065108299255371,6.230602264404297,8.082039833068848,7.065108299255371,14.727173805236816,8.082039833068848,contrib,79.10079193115234
qlib\qlib\workflow\online\strategy.py,14.117461204528809,34.317420959472656,133.5523681640625,30.89246368408203,39.80739212036133,118.58512115478516,78.68350982666016,28.05605125427246,178.39309692382812,workflow,178.39309692382812
qlib\tests\storage_tests\test_storage.py,5.910343170166016,12.166288375854492,12.673847198486328,4.29463529586792,19.76050567626953,10.830839157104492,120.27542114257812,22.357177734375,17.356122970581055,tests,120.27542114257812
qlib\qlib\rl\interpreter.py,7.968935966491699,6.1810078620910645,4.132994174957275,74.92145538330078,9.771397590637207,7.168930530548096,5.161195755004883,6.473864555358887,7.9189558029174805,rl,74.92145538330078
qlib\tests\ops\test_elem_operator.py,11.001260757446289,11.189987182617188,13.641820907592773,4.288227558135986,23.274795532226562,9.66109561920166,121.93216705322266,20.327571868896484,19.67638397216797,tests,121.93216705322266
qlib\qlib\backtest\executor.py,75.93162536621094,28.25670051574707,31.68151092529297,21.207252502441406,22.681522369384766,147.86004638671875,19.134151458740234,31.781490325927734,45.93926239013672,strategy,147.86004638671875
qlib\qlib\rl\strategy\single_order.py,4.975625991821289,10.66062068939209,19.355175018310547,84.52238464355469,0.07048986852169037,105.81735229492188,2.2262165546417236,16.85391616821289,15.961447715759277,strategy,105.81735229492188
qlib\qlib\contrib\data\highfreq_processor.py,2.195463180541992,57.46668243408203,9.569816589355469,2.408782482147217,11.625694274902344,5.373254299163818,12.81194019317627,14.945605278015137,9.966840744018555,contrib,57.46668243408203
qlib\qlib\rl\order_execution\policy.py,11.150480270385742,17.46904945373535,108.23033905029297,106.75198364257812,62.667510986328125,19.421417236328125,11.130315780639648,21.896404266357422,27.13382339477539,model,108.23033905029297
qlib\qlib\contrib\report\analysis_position\parse_position.py,11.305685043334961,62.857261657714844,27.7795352935791,8.308832168579102,33.752418518066406,16.48540687561035,10.954625129699707,16.543777465820312,21.92557144165039,contrib,62.857261657714844
qlib\qlib\data\dataset\loader.py,9.305685997009277,16.481460571289062,30.382049560546875,50.46604919433594,19.729698181152344,18.36261749267578,21.572999954223633,24.737714767456055,26.50589942932129,rl,50.46604919433594
qlib\scripts\data_collector\utils.py,13.689937591552734,23.109695434570312,55.26561737060547,81.42053985595703,78.69808197021484,31.793241500854492,21.100536346435547,79.82801055908203,37.41419219970703,rl,81.42053985595703
qlib\qlib\contrib\strategy\optimizer\__init__.py,2.685000419616699,64.23277282714844,2.0654783248901367,3.53349232673645,0.0641804039478302,102.6566390991211,1.001297950744629,5.416197776794434,8.927938461303711,strategy,102.6566390991211
qlib\qlib\strategy\base.py,12.79819107055664,14.312875747680664,10.36015796661377,41.140193939208984,12.484716415405273,159.4637451171875,9.00997543334961,18.216197967529297,27.004323959350586,strategy,159.4637451171875
qlib\tests\misc\test_index_data.py,1.5828841924667358,7.293568134307861,9.555960655212402,3.3666622638702393,11.721515655517578,7.9690117835998535,102.31326293945312,15.267690658569336,8.896543502807617,tests,102.31326293945312
