file_path,dsp,filter_bank,general,mir,best_module,best_likelihood
audioflux\include\mir\harmonicRatio_algorithm.h,3.1091883182525635,1.6469359397888184,2.0578269958496094,76.1380386352539,mir,76.1380386352539
audioflux\src\dsp\dft_algorithm.h,103.66526794433594,1.9236314296722412,4.902079105377197,3.4392809867858887,dsp,103.66526794433594
audioflux\src\dsp\xcorr_algorithm.c,71.31239318847656,4.284670829772949,6.224121570587158,2.6231319904327393,dsp,71.31239318847656
audioflux\include\classic\hmm.h,2.490954637527466,6.398868560791016,78.32353210449219,15.013580322265625,general,78.32353210449219
audioflux\include\feature\deconv_algorithm.h,6.540140628814697,5.075146198272705,5.488474369049072,6.023480415344238,dsp,6.540140628814697
audioflux\include\mir\_pitch_yin.h,0.18042826652526855,0.18042826652526855,0.18042826652526855,93.74012756347656,mir,93.74012756347656
audioflux\src\dwt_algorithm.c,23.383079528808594,38.32661437988281,5.023754596710205,2.600853204727173,filter_bank,38.32661437988281
audioflux\src\feature\xxcc_algorithm.c,22.378877639770508,5.926173210144043,5.730822563171387,5.914710521697998,dsp,22.378877639770508
audioflux\src\vector\flux_vector.c,1.0909557342529297,31.374359130859375,3.560480833053589,98.01702117919922,mir,98.01702117919922
audioflux\src\wpt_algorithm.h,3.6355981826782227,2.1700518131256104,2.5838706493377686,1.1183245182037354,dsp,3.6355981826782227
audioflux\src\mir\_pitch_hps.h,15.51374340057373,0.1829575002193451,0.608812689781189,85.03988647460938,mir,85.03988647460938
audioflux\src\mir\_pitch_ffp.h,14.690047264099121,0.1732434332370758,0.5764879584312439,79.9594497680664,mir,79.9594497680664
audioflux\src\mir\_trist3.c,57.01808166503906,1.3954648971557617,5.0475311279296875,73.76675415039062,mir,73.76675415039062
audioflux\src\st_algorithm.h,3.3775007724761963,1.9179576635360718,3.722878932952881,0.8668973445892334,general,3.722878932952881
audioflux\src\temporal_algorithm.c,21.141399383544922,24.27024269104004,2.928110122680664,13.753616333007812,filter_bank,24.27024269104004
audioflux\src\bft_algorithm.c,25.363372802734375,85.043701171875,10.992013931274414,16.26201629638672,filter_bank,85.043701171875
audioflux\src\wsst_algorithm.h,4.324132442474365,4.698130130767822,4.273721694946289,0.8200292587280273,filter_bank,4.698130130767822
audioflux\src\dsp\dct_algorithm.c,94.4097671508789,3.004669427871704,9.326081275939941,21.00168228149414,dsp,94.4097671508789
audioflux\src\filterbank\cqt_filterBank.h,3.3230679035186768,100.59297943115234,4.323067665100098,1.6010701656341553,filter_bank,100.59297943115234
audioflux\src\mir\onset_algorithm.h,3.0640201568603516,38.43247604370117,2.0147502422332764,93.66947937011719,mir,93.66947937011719
audioflux\src\dsp\czt_algorithm.h,86.20811462402344,1.9293792247772217,4.644041061401367,3.17794132232666,dsp,86.20811462402344
audioflux\include\reassign_algorithm.h,5.7618303298950195,5.8361358642578125,8.501646041870117,8.07730770111084,general,8.501646041870117
audioflux\include\emd_algorithm.h,3.365212917327881,1.897444486618042,2.3132386207580566,0.8454703092575073,dsp,3.365212917327881
audioflux\src\mir\_pitch_pef.c,12.34553050994873,36.681617736816406,1.7352746725082397,62.949180603027344,mir,62.949180603027344
audioflux\src\swt_algorithm.c,13.846182823181152,38.352874755859375,5.436985492706299,2.477025270462036,filter_bank,38.352874755859375
audioflux\src\spectrogram_algorithm.h,7.971261501312256,40.426063537597656,9.142329216003418,38.21548843383789,filter_bank,40.426063537597656
audioflux\src\mir\harmonicRatio_algorithm.c,2.974839687347412,2.6402578353881836,3.0400614738464355,77.09699249267578,mir,77.09699249267578
audioflux\src\mir\_pitch_lhs.c,0.3446913957595825,0.3446913957595825,0.8538122773170471,67.6708984375,mir,67.6708984375
audioflux\src\vector\flux_vectorOp.c,17.354917526245117,51.80813980102539,4.854062557220459,21.59314727783203,filter_bank,51.80813980102539
audioflux\src\reassign_algorithm.h,5.7618303298950195,5.8361358642578125,8.501646041870117,8.07730770111084,general,8.501646041870117
audioflux\include\feature\xxcc_algorithm.h,6.4701642990112305,5.014361381530762,5.419519424438477,5.963716506958008,dsp,6.4701642990112305
audioflux\include\classic\nmf.h,0.6180229783058167,1.3564810752868652,1.8621233701705933,1.6026337146759033,general,1.8621233701705933
audioflux\include\nsgt_algorithm.h,4.556814670562744,40.11538314819336,4.5077667236328125,4.419304370880127,filter_bank,40.11538314819336
audioflux\include\mir\_pitch_pef.h,0.18084493279457092,0.18084493279457092,0.18084493279457092,81.28319549560547,mir,81.28319549560547
audioflux\include\mir\_pitch_hps.h,15.51374340057373,0.1829575002193451,0.608812689781189,85.03988647460938,mir,85.03988647460938
