file_path,app,backends,bin,concurrency,contrib,events,fixups,security,utils,worker,best_module,best_likelihood
celery\celery\worker\consumer\control.py,59.41150665283203,6.487321376800537,40.19418716430664,9.817919731140137,66.56572723388672,5.808050632476807,1.7029132843017578,5.100606918334961,5.15314245223999,86.20578002929688,worker,86.20578002929688
celery\examples\pydantic\tasks.py,71.34275817871094,6.077957630157471,12.061997413635254,4.105269432067871,5.558778285980225,1.5015580654144287,1.0010217428207397,3.0536563396453857,3.528433322906494,26.368087768554688,app,71.34275817871094
celery\celery\concurrency\__init__.py,6.820895195007324,8.918686866760254,13.908252716064453,147.07321166992188,1.6503615379333496,49.59952163696289,1.001150131225586,3.957780361175537,8.354606628417969,73.63530731201172,concurrency,147.07321166992188
celery\t\unit\app\test_loaders.py,91.60143280029297,117.05956268310547,80.06597900390625,24.676658630371094,25.465944290161133,8.033023834228516,12.555355072021484,13.851536750793457,36.788978576660156,105.73821258544922,backends,117.05956268310547
celery\celery\worker\consumer\agent.py,53.55352020263672,0.4952639043331146,8.633811950683594,0.0,2.2228336334228516,7.208084583282471,1.001019835472107,1.001019835472107,4.508360385894775,75.33319854736328,worker,75.33319854736328
celery\t\unit\bin\test_worker.py,82.2745132446289,23.33909797668457,138.07247924804688,98.96131134033203,14.314990997314453,8.941978454589844,9.410820007324219,6.746297836303711,10.539741516113281,97.0738296508789,bin,138.07247924804688
celery\celery\contrib\rdb.py,19.113605499267578,5.483344078063965,81.67670440673828,6.281416893005371,91.9530029296875,15.324414253234863,4.343052387237549,3.2620434761047363,6.711822509765625,11.474250793457031,contrib,91.9530029296875
celery\t\unit\utils\test_saferepr.py,10.677587509155273,17.199352264404297,76.71240234375,3.630180835723877,10.979436874389648,2.7873048782348633,2.0097687244415283,5.363261699676514,74.02932739257812,4.885052680969238,bin,76.71240234375
celery\t\unit\app\test_routes.py,84.31767272949219,11.426799774169922,68.9134292602539,9.296303749084473,13.279768943786621,1.0010346174240112,1.2633363008499146,7.048610687255859,7.782116889953613,10.506185531616211,app,84.31767272949219
celery\celery\app\registry.py,78.9048080444336,11.10669231414795,19.033933639526367,16.44134521484375,10.61428165435791,5.847860813140869,13.354083061218262,7.702662467956543,12.529196739196777,18.10193634033203,app,78.9048080444336
celery\t\smoke\operations\worker_restart.py,55.4718017578125,0.29029443860054016,11.891955375671387,6.629799842834473,46.42701721191406,13.350259780883789,3.8198130130767822,1.0008498430252075,5.0207366943359375,107.3369140625,worker,107.3369140625
celery\t\unit\bin\proj\app.py,58.969032287597656,0.8564857244491577,102.58031463623047,3.83079195022583,6.65435266494751,2.7651760578155518,2.974313497543335,1.0010319948196411,4.913055896759033,68.03850555419922,bin,102.58031463623047
celery\t\unit\tasks\test_canvas.py,93.74755859375,55.22084045410156,141.2704620361328,12.495636940002441,32.165283203125,15.199700355529785,9.319085121154785,10.438004493713379,35.245819091796875,25.43548011779785,bin,141.2704620361328
celery\t\smoke\workers\latest.py,61.61927032470703,0.6980013847351074,29.866323471069336,0.3443380296230316,10.736512184143066,4.1245808601379395,8.725171089172363,1.5778157711029053,8.861945152282715,122.468017578125,worker,122.468017578125
celery\celery\__init__.py,82.39231872558594,15.789336204528809,49.93602752685547,138.76388549804688,9.195818901062012,56.372100830078125,7.4893317222595215,7.542257308959961,95.22669219970703,18.967144012451172,concurrency,138.76388549804688
celery\celery\concurrency\prefork.py,81.96458435058594,15.931024551391602,30.888620376586914,125.91233825683594,11.220474243164062,78.09133911132812,8.320541381835938,11.584747314453125,27.06747817993164,105.67620086669922,concurrency,125.91233825683594
